150 140 70 RESULTS 0LEP 0 0 0 RESULTS 1LEP 4 4 10 0 0 63 0 0 RESULTS 2LEP 2 0 0 0 0 0 0 0 RESULTS 2B 5 3 1 1 0 0 0
150 140 100 RESULTS 0LEP 0 0 0 RESULTS 1LEP 4 2 2 0 0 33 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 7 9 3 1 0 0 0
150 140 115 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 4 0 0 15 1 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 11 7 2 1 0 0 0
150 140 120 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 0 0 0 6 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 9 23 3 2 1 0 0
150 140 135 RESULTS 0LEP 0 0 0
160 150 75 RESULTS 0LEP 0 0 0 RESULTS 1LEP 12 2 16 0 0 106 0 0 RESULTS 2LEP 1 1 0 0 0 0 0 0 RESULTS 2B 6 6 1 1 1 1 0
160 150 100 RESULTS 0LEP 0 0 0 RESULTS 1LEP 2 2 4 0 0 58 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 9 6 0 0 0 0 0
160 150 120 RESULTS 0LEP 0 0 0 RESULTS 1LEP 2 2 0 0 0 25 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 7 11 1 0 0 0 0
160 150 140 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 0 0 0 3 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 7 23 4 4 2 1 1
180 150 75 RESULTS 0LEP 0 0 0 RESULTS 1LEP 54 28 48 0 0 165 0 0 RESULTS 2LEP 1 0 0 0 0 0 0 0 RESULTS 2B 13 3 0 0 0 0 0
200 120 100 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 10 1 0 25 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 83 89 14 5 1 0 0
200 150 75 RESULTS 0LEP 0 0 0 RESULTS 1LEP 62 72 72 0 0 176 2 0 RESULTS 2LEP 4 0 0 0 0 0 0 0 RESULTS 2B 22 3 2 0 0 0 0
200 150 100 RESULTS 0LEP 1 0 0 RESULTS 1LEP 22 20 32 0 0 106 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 21 20 2 2 0 0 0
200 150 120 RESULTS 0LEP 1 0 0 RESULTS 1LEP 4 8 20 0 1 59 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 34 43 7 1 0 0 0
200 150 140 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 0 0 0 5 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 49 154 10 3 1 1 0
200 170 150 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 2 2 0 0 12 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 14 79 2 1 1 1 0
200 190 125 RESULTS 0LEP 0 0 0 RESULTS 1LEP 12 8 18 0 0 132 0 0 RESULTS 2LEP 1 0 0 0 1 0 1 0 RESULTS 2B 17 9 1 0 0 0 0
200 190 150 RESULTS 0LEP 0 0 0 RESULTS 1LEP 4 0 8 0 0 57 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 12 10 3 2 0 0 0
200 190 170 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 0 0 0 11 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 6 24 3 2 0 0 0
200 190 180 RESULTS 0LEP 0 0 0 RESULTS 1LEP 0 0 0 0 0 3 0 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 8 21 3 3 3 0 0
200 190 185 RESULTS 0LEP 0 0 0
