180 106 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 42 26 46 0 0 92 2 1 RESULTS 2LEP 2 1 0 0 0 0 0 0 RESULTS 2B 10 2 1 0 0 0 0
180 150 1 RESULTS 0LEP 0 0 0 RESULTS 1LEP 114 98 120 0 0 234 0 0 RESULTS 2LEP 5 1 1 0 0 0 0 0 RESULTS 2B 9 5 1 1 1 0 0
180 170 1 RESULTS 0LEP 0 0 0 RESULTS 1LEP 146 124 126 2 1 355 1 0 RESULTS 2LEP 19 1 1 0 2 0 0 0 RESULTS 2B 8 1 2 0 0 0 0
190 106 1 RESULTS 0LEP 0 0 0 RESULTS 1LEP 74 32 44 2 0 114 3 0 RESULTS 2LEP 1 1 0 0 0 0 0 0 RESULTS 2B 5 2 0 0 0 0 0
200 106 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 68 38 42 2 1 122 5 0 RESULTS 2LEP 4 0 1 0 0 0 0 0 RESULTS 2B 10 3 2 0 0 0 0
200 106 20 RESULTS 0LEP 0 0 0 RESULTS 1LEP 48 36 60 5 1 124 2 1 RESULTS 2LEP 3 1 1 1 0 0 0 0 RESULTS 2B 6 6 0 0 0 0 0
200 125 1 RESULTS 0LEP 3 0 0 RESULTS 1LEP 112 66 76 0 0 166 1 0 RESULTS 2LEP 2 1 0 0 0 0 0 0 RESULTS 2B 8 4 0 0 0 0 0
200 150 1 RESULTS 0LEP 2 1 0 RESULTS 1LEP 186 108 126 2 1 239 0 0 RESULTS 2LEP 7 1 0 0 0 0 0 0 RESULTS 2B 14 6 3 2 0 0 0
200 150 20 RESULTS 0LEP 1 0 0 RESULTS 1LEP 148 88 110 1 0 234 2 0 RESULTS 2LEP 6 1 1 0 4 0 0 0 RESULTS 2B 7 4 1 0 0 0 0
200 170 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 228 148 196 2 0 377 1 0 RESULTS 2LEP 14 2 2 0 1 0 0 0 RESULTS 2B 15 6 2 0 0 0 0
200 190 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 220 154 244 3 2 541 3 0 RESULTS 2LEP 25 5 5 5 2 0 0 0 RESULTS 2B 8 3 1 0 0 0 0
200 190 20 RESULTS 0LEP 0 0 0 RESULTS 1LEP 232 134 238 1 0 482 2 0 RESULTS 2LEP 22 2 3 0 2 0 0 0 RESULTS 2B 11 3 2 0 0 0 0
210 106 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 68 38 68 3 0 180 6 0 RESULTS 2LEP 5 0 2 1 1 0 0 0 RESULTS 2B 11 4 1 0 0 0 0
225 106 1 RESULTS 0LEP 2 0 0 RESULTS 1LEP 100 76 100 4 1 256 17 1 RESULTS 2LEP 4 0 0 0 0 0 0 0 RESULTS 2B 18 4 5 1 0 0 0
225 106 25 RESULTS 0LEP 3 1 1 RESULTS 1LEP 134 56 102 5 1 241 7 2 RESULTS 2LEP 1 0 0 0 1 0 0 0 RESULTS 2B 21 7 3 0 0 0 0
225 150 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 240 182 202 2 0 375 8 2 RESULTS 2LEP 8 1 2 1 2 1 0 0 RESULTS 2B 12 8 1 0 0 0 0
225 150 25 RESULTS 0LEP 2 0 0 RESULTS 1LEP 216 150 184 4 2 372 7 3 RESULTS 2LEP 9 2 3 1 1 0 0 0 RESULTS 2B 17 6 2 0 0 0 0
225 215 1 RESULTS 0LEP 0 0 0 RESULTS 1LEP 322 250 500 2 0 895 7 2 RESULTS 2LEP 26 3 7 4 4 1 0 0 RESULTS 2B 21 7 5 2 0 0 0
225 215 25 RESULTS 0LEP 2 0 0 RESULTS 1LEP 332 234 458 4 0 764 5 2 RESULTS 2LEP 30 3 5 3 6 1 0 0 RESULTS 2B 13 6 2 0 0 0 0
230 106 1 RESULTS 0LEP 2 0 0 RESULTS 1LEP 104 104 130 3 0 293 6 2 RESULTS 2LEP 6 1 0 0 2 0 0 0 RESULTS 2B 26 7 9 1 0 0 0
230 106 35 RESULTS 0LEP 0 0 0 RESULTS 1LEP 112 68 98 4 0 266 3 0 RESULTS 2LEP 1 0 0 0 1 0 0 0 RESULTS 2B 23 8 7 1 0 0 0
230 106 50 RESULTS 0LEP 0 0 0 RESULTS 1LEP 88 54 104 4 2 240 6 1 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 29 8 3 0 0 0 0
230 150 50 RESULTS 0LEP 2 0 0 RESULTS 1LEP 100 72 116 2 1 250 3 0 RESULTS 2LEP 6 0 1 1 3 1 1 1 RESULTS 2B 9 2 2 0 0 0 0
230 220 50 RESULTS 0LEP 0 0 0 RESULTS 1LEP 260 268 368 2 0 735 4 1 RESULTS 2LEP 28 3 7 4 8 2 2 1 RESULTS 2B 15 1 1 1 0 0 0
250 106 1 RESULTS 0LEP 4 0 0 RESULTS 1LEP 168 102 190 6 1 449 17 1 RESULTS 2LEP 11 1 2 1 4 0 1 0 RESULTS 2B 27 6 11 2 1 0 0
250 106 25 RESULTS 0LEP 6 1 0 RESULTS 1LEP 142 134 190 4 1 468 16 2 RESULTS 2LEP 2 0 0 0 0 0 0 0 RESULTS 2B 48 7 14 6 3 0 0
250 106 35 RESULTS 0LEP 3 1 0 RESULTS 1LEP 128 130 164 4 1 422 18 2 RESULTS 2LEP 3 1 0 0 0 0 0 0 RESULTS 2B 55 13 10 3 0 0 0
250 106 50 RESULTS 0LEP 10 1 0 RESULTS 1LEP 100 98 190 5 0 400 10 1 RESULTS 2LEP 3 1 0 0 0 0 0 0 RESULTS 2B 49 15 11 0 0 0 0
250 106 60 RESULTS 0LEP 9 1 1 RESULTS 1LEP 94 88 138 5 0 390 10 1 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 55 8 17 4 1 1 0
250 106 70 RESULTS 0LEP 5 1 0 RESULTS 1LEP 104 108 124 5 0 375 8 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 46 13 10 3 0 0 0
250 130 65 RESULTS 0LEP 4 2 0 RESULTS 1LEP 114 100 176 9 1 361 10 2 RESULTS 2LEP 1 0 0 0 2 0 0 0 RESULTS 2B 24 6 3 0 0 0 0
250 140 70 RESULTS 0LEP 3 0 0 RESULTS 1LEP 104 98 134 5 1 322 5 1 RESULTS 2LEP 4 0 0 0 0 0 0 0 RESULTS 2B 18 9 4 2 0 0 0
250 150 1 RESULTS 0LEP 9 1 1 RESULTS 1LEP 278 258 368 8 2 660 28 2 RESULTS 2LEP 11 3 4 1 0 0 0 0 RESULTS 2B 17 6 3 1 0 0 0
250 150 25 RESULTS 0LEP 10 1 0 RESULTS 1LEP 266 240 326 7 1 592 16 3 RESULTS 2LEP 9 0 2 2 2 0 0 0 RESULTS 2B 24 7 3 1 0 0 0
250 150 50 RESULTS 0LEP 5 1 0 RESULTS 1LEP 204 164 216 8 2 425 6 0 RESULTS 2LEP 10 2 1 0 5 0 0 0 RESULTS 2B 14 9 1 0 0 0 0
250 150 70 RESULTS 0LEP 5 1 1 RESULTS 1LEP 114 88 144 1 1 364 14 3 RESULTS 2LEP 3 0 0 0 0 0 0 0 RESULTS 2B 22 8 4 0 0 0 0
250 200 1 RESULTS 0LEP 10 3 1 RESULTS 1LEP 390 444 738 13 5 1001 9 0 RESULTS 2LEP 26 7 16 9 3 2 1 1 RESULTS 2B 15 11 1 0 0 0 0
250 240 1
250 240 25 RESULTS 0LEP 7 1 0 RESULTS 1LEP 308 308 750 6 2 1299 9 4 RESULTS 2LEP 44 3 9 8 3 1 2 2 RESULTS 2B 20 10 6 0 0 0 0
250 240 50 RESULTS 0LEP 7 0 0 RESULTS 1LEP 308 282 680 5 4 1143 4 0 RESULTS 2LEP 32 4 11 5 2 1 0 0 RESULTS 2B 21 7 6 1 0 0 0
250 240 60 RESULTS 0LEP 0 0 0 RESULTS 1LEP 318 294 524 7 2 988 6 1 RESULTS 2LEP 31 4 8 5 5 1 0 0 RESULTS 2B 26 2 4 0 0 0 0
250 240 70 RESULTS 0LEP 4 0 0 RESULTS 1LEP 296 280 446 5 0 838 4 1 RESULTS 2LEP 30 3 9 2 6 0 0 0 RESULTS 2B 17 3 2 0 0 0 0
275 106 1 RESULTS 0LEP 12 0 0 RESULTS 1LEP 196 188 346 13 1 804 46 3 RESULTS 2LEP 11 5 4 2 1 1 0 0 RESULTS 2B 77 20 25 3 2 1 0
275 106 25 RESULTS 0LEP 16 1 0 RESULTS 1LEP 196 154 342 7 1 811 39 8 RESULTS 2LEP 13 1 2 0 3 2 2 0 RESULTS 2B 89 9 25 6 1 0 0
275 106 50 RESULTS 0LEP 24 5 1 RESULTS 1LEP 118 120 284 13 1 696 33 7 RESULTS 2LEP 6 1 1 1 0 0 0 0 RESULTS 2B 111 13 27 8 2 1 0
275 106 75 RESULTS 0LEP 8 1 1 RESULTS 1LEP 106 104 224 8 1 646 35 6 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 144 21 37 10 4 0 0
