125   60   182.000000
130   95   150.000000
135   60   125.000000
135   65   125.000000
150   100   74.700000
150   1   74.700000
150   60   74.700000
150   95   74.700000
150   25   74.700000
150   50   74.700000
150   75   74.700000
150   110   74.700000
150   65   74.700000
150   70   74.700000
150   115   74.700000
150   120   74.700000
150   135   74.700000
160   1   54.200000
160   25   54.200000
160   50   54.200000
160   75   54.200000
160   100   54.200000
160   140   54.200000
165   65   46.400000
165   72   46.400000
165   80   46.400000
170   1   39.900000
170   35   39.900000
170   60   39.900000
170   75   39.900000
170   95   39.900000
180   1   29.800000
180   65   29.800000
180   75   29.800000
180   80   29.800000
180   87   29.800000
190   1   22.600000
190   35   22.600000
190   60   22.600000
190   75   22.600000
190   95   22.600000
190   70   22.600000
190   85   22.600000
200   100   17.300000
200   1   17.300000
200   20   17.300000
200   65   17.300000
200   25   17.300000
200   50   17.300000
200   75   17.300000
200   140   17.300000
200   150   17.300000
200   87   17.300000
200   95   17.300000
200   125   17.300000
200   170   17.300000
200   180   17.300000
200   185   17.300000
210   1   13.400000
210   35   13.400000
210   60   13.400000
210   75   13.400000
210   95   13.400000
215   65   11.800000
215   80   11.800000
215   97   11.800000
215   105   11.800000
225   1   9.280000
225   25   9.280000
225   75   9.280000
225   85   9.280000
225   100   9.280000
225   107   9.280000
230   1   8.250000
230   35   8.250000
230   60   8.250000
230   75   8.250000
230   95   8.250000
230   50   8.250000
235   65   7.340000
235   80   7.340000
235   90   7.340000
235   107   7.340000
235   115   7.340000
250   100   5.240000
250   1   5.240000
250   35   5.240000
250   60   5.240000
250   75   5.240000
250   95   5.240000
250   25   5.240000
250   50   5.240000
250   70   5.240000
250   65   5.240000
250   150   5.240000
250   90   5.240000
250   200   5.240000
250   107   5.240000
250   115   5.240000
250   120   5.240000
250   180   5.240000
250   220   5.240000
250   230   5.240000
250   235   5.240000
275   1   3.090000
275   25   3.090000
275   50   3.090000
275   75   3.090000
275   100   3.090000
275   125   3.090000
300   100   1.880000
300   1   1.880000
300   35   1.880000
300   60   1.880000
300   75   1.880000
300   95   1.880000
300   50   1.880000
300   120   1.880000
300   140   1.880000
300   150   1.880000
300   190   1.880000
300   200   1.880000
300   240   1.880000
300   250   1.880000
300   145   1.880000
300   270   1.880000
300   280   1.880000
300   285   1.880000
330   150   1.090000
350   100   0.764000
350   1   0.764000
350   35   0.764000
350   60   0.764000
350   75   0.764000
350   95   0.764000
350   50   0.764000
350   150   0.764000
350   170   0.764000
350   200   0.764000
350   250   0.764000
350   300   0.764000
350   120   0.764000
350   240   0.764000
350   320   0.764000
350   335   0.764000
400   100   0.342000
400   1   0.342000
400   35   0.342000
400   60   0.342000
400   75   0.342000
400   95   0.342000
400   50   0.342000
400   150   0.342000
400   200   0.342000
400   220   0.342000
400   250   0.342000
400   300   0.342000
400   350   0.342000
400   195   0.342000
400   370   0.342000
400   385   0.342000
450   100   0.163000
450   1   0.163000
450   50   0.163000
450   150   0.163000
450   200   0.163000
450   250   0.163000
450   270   0.163000
450   300   0.163000
450   350   0.163000
450   400   0.163000
450   220   0.163000
450   420   0.163000
450   435   0.163000
500   100   0.082300
500   1   0.082300
500   35   0.082300
500   60   0.082300
500   75   0.082300
500   95   0.082300
500   50   0.082300
500   150   0.082300
500   200   0.082300
500   250   0.082300
500   300   0.082300
500   320   0.082300
500   350   0.082300
500   400   0.082300
500   450   0.082300
500   245   0.082300
500   470   0.082300
500   480   0.082300
500   485   0.082300
550   100   0.043300
550   1   0.043300
550   50   0.043300
550   150   0.043300
550   200   0.043300
550   250   0.043300
550   300   0.043300
550   350   0.043300
550   370   0.043300
550   400   0.043300
550   450   0.043300
550   270   0.043300
600   100   0.023500
600   1   0.023500
600   35   0.023500
600   60   0.023500
600   75   0.023500
600   95   0.023500
600   50   0.023500
600   140   0.023500
600   150   0.023500
600   200   0.023500
600   250   0.023500
600   300   0.023500
600   350   0.023500
600   400   0.023500
600   420   0.023500
600   450   0.023500
600   295   0.023500
600   500   0.023500
650   100   0.013200
650   1   0.013200
650   50   0.013200
650   150   0.013200
650   200   0.013200
650   250   0.013200
650   300   0.013200
650   350   0.013200
650   400   0.013200
650   450   0.013200
650   470   0.013200
650   320   0.013200
700   100   0.007650
700   1   0.007650
700   35   0.007650
700   60   0.007650
700   75   0.007650
700   95   0.007650
700   50   0.007650
700   150   0.007650
700   200   0.007650
700   250   0.007650
700   300   0.007650
700   350   0.007650
700   400   0.007650
700   450   0.007650
700   500   0.007650
700   520   0.007650
700   345   0.007650
750   100   0.004510
750   1   0.004510
750   50   0.004510
750   150   0.004510
750   200   0.004510
750   250   0.004510
750   300   0.004510
750   350   0.004510
750   400   0.004510
750   450   0.004510
750   500   0.004510
750   550   0.004510
750   570   0.004510
800   100   0.002700
800   1   0.002700
800   50   0.002700
800   150   0.002700
800   200   0.002700
800   250   0.002700
800   300   0.002700
800   350   0.002700
800   400   0.002700
800   450   0.002700
800   500   0.002700
800   550   0.002700
800   600   0.002700
800   620   0.002700
