180 1 RESULTS 0LEP 3 0 0 RESULTS 1LEP 22 30 30 2 0 79 2 0 RESULTS 2LEP 1 1 0 0 0 0 0 0 RESULTS 2B 7 2 1 0 0 0 0
200 1 RESULTS 0LEP 2 1 0 RESULTS 1LEP 88 48 56 0 0 128 2 0 RESULTS 2LEP 2 0 0 0 0 0 0 0 RESULTS 2B 4 2 0 0 0 0 0
200 20 RESULTS 0LEP 1 0 0 RESULTS 1LEP 52 32 40 1 0 113 3 1 RESULTS 2LEP 1 0 0 0 0 0 0 0 RESULTS 2B 8 5 0 0 0 0 0
200 25 RESULTS 0LEP 0 0 0 RESULTS 1LEP 46 36 40 1 0 100 2 0 RESULTS 2LEP 3 0 0 0 0 0 0 0 RESULTS 2B 9 1 0 0 0 0 0
225 1 RESULTS 0LEP 1 0 0 RESULTS 1LEP 182 74 130 7 1 299 6 1 RESULTS 2LEP 5 0 1 1 2 1 0 0 RESULTS 2B 15 1 3 1 0 0 0
225 25 RESULTS 0LEP 5 1 1 RESULTS 1LEP 150 90 118 6 3 248 5 1 RESULTS 2LEP 3 0 0 0 0 0 0 0 RESULTS 2B 14 7 2 0 0 0 0
230 50 RESULTS 0LEP 0 0 0 RESULTS 1LEP 64 72 106 3 0 195 2 0 RESULTS 2LEP 7 0 0 0 0 0 0 0 RESULTS 2B 12 8 1 0 0 0 0
250 1 RESULTS 0LEP 5 1 1 RESULTS 1LEP 330 336 366 6 0 644 16 4 RESULTS 2LEP 14 3 5 3 1 0 0 0 RESULTS 2B 22 4 3 0 0 0 0
250 25 RESULTS 0LEP 4 0 0 RESULTS 1LEP 268 284 314 9 1 606 10 1 RESULTS 2LEP 15 1 4 1 2 0 0 0 RESULTS 2B 22 7 6 1 0 0 0
250 50 RESULTS 0LEP 3 0 0 RESULTS 1LEP 232 144 248 4 2 409 6 0 RESULTS 2LEP 5 1 0 0 0 0 0 0 RESULTS 2B 16 1 3 1 0 0 0
250 70 RESULTS 0LEP 1 0 0 RESULTS 1LEP 114 44 96 4 1 233 4 0 RESULTS 2LEP 1 0 0 0 2 0 0 0 RESULTS 2B 9 5 1 0 0 0 0
250 75 RESULTS 0LEP 0 0 0 RESULTS 1LEP 64 40 96 1 1 217 1 0 RESULTS 2LEP 0 0 0 0 0 0 0 0 RESULTS 2B 8 7 3 1 1 0 0
250 60 RESULTS 0LEP 2 0 0 RESULTS 1LEP 176 76 184 7 0 329 6 0 RESULTS 2LEP 7 1 0 0 0 0 0 0 RESULTS 2B 5 7 2 1 1 0 0
275 1 RESULTS 0LEP 25 3 0 RESULTS 1LEP 388 466 982 26 3 1301 43 5 RESULTS 2LEP 18 1 7 4 5 1 1 0 RESULTS 2B 50 7 16 4 1 0 0
275 25 RESULTS 0LEP 23 3 2 RESULTS 1LEP 374 436 806 21 1 1217 46 5 RESULTS 2LEP 19 6 5 2 1 0 0 0 RESULTS 2B 42 7 5 2 0 0 0
275 50 RESULTS 0LEP 11 4 1 RESULTS 1LEP 394 332 628 18 2 941 15 1 RESULTS 2LEP 18 4 6 4 3 1 2 1 RESULTS 2B 32 13 7 2 1 0 0
275 75 RESULTS 0LEP 4 2 0 RESULTS 1LEP 266 242 326 7 3 588 12 1 RESULTS 2LEP 13 3 0 0 2 0 0 0 RESULTS 2B 21 12 7 3 1 1 1
300 100 RESULTS 0LEP 11 0 0 RESULTS 1LEP 274 248 462 3 3 796 12 4 RESULTS 2LEP 13 0 1 1 1 1 1 1 RESULTS 2B 27 15 5 1 0 0 0
300 1 RESULTS 0LEP 70 5 2 RESULTS 1LEP 354 518 1602 64 8 2138 113 14 RESULTS 2LEP 35 11 18 13 7 2 3 3 RESULTS 2B 72 18 24 4 1 0 0
300 50 RESULTS 0LEP 48 7 0 RESULTS 1LEP 380 438 1302 46 2 1761 58 11 RESULTS 2LEP 26 10 13 4 5 3 2 1 RESULTS 2B 67 14 16 2 0 0 0
300 120 RESULTS 0LEP 6 1 1 RESULTS 1LEP 144 114 232 9 5 430 2 0 RESULTS 2LEP 6 0 0 0 1 1 0 0 RESULTS 2B 13 12 2 1 0 0 0
330 150 RESULTS 0LEP 6 1 1 RESULTS 1LEP 180 120 250 7 3 527 8 0 RESULTS 2LEP 5 1 0 0 0 0 0 0 RESULTS 2B 13 6 0 0 0 0 0
350 1 RESULTS 0LEP 341 69 27 RESULTS 1LEP 294 488 2794 292 75 3566 354 58 RESULTS 2LEP 53 20 23 18 7 4 2 0 RESULTS 2B 120 52 51 20 3 1 0
350 50 RESULTS 0LEP 275 46 12 RESULTS 1LEP 318 440 2558 211 43 3280 272 51 RESULTS 2LEP 59 20 25 19 0 0 0 0 RESULTS 2B 124 39 56 14 3 1 0
350 75 RESULTS 0LEP 213 25 6 RESULTS 1LEP 318 494 2304 183 42 2948 241 42 RESULTS 2LEP 49 15 27 23 3 1 1 0 RESULTS 2B 104 42 44 12 3 2 0
350 100 RESULTS 0LEP 146 21 12 RESULTS 1LEP 364 484 1932 112 19 2499 150 25 RESULTS 2LEP 35 12 18 12 4 2 2 1 RESULTS 2B 93 33 38 16 2 1 0
350 150 RESULTS 0LEP 29 3 2 RESULTS 1LEP 342 362 670 16 5 1099 32 4 RESULTS 2LEP 16 5 2 2 4 2 2 0 RESULTS 2B 41 10 4 2 0 0 0
350 60 RESULTS 0LEP 240 40 12 RESULTS 1LEP 342 428 2470 189 42 3240 269 47 RESULTS 2LEP 43 16 26 19 5 1 1 0 RESULTS 2B 134 44 60 27 2 0 0
350 120 RESULTS 0LEP 60 5 3 RESULTS 1LEP 396 506 1458 60 13 2027 104 15 RESULTS 2LEP 23 7 8 6 7 1 1 0 RESULTS 2B 78 19 20 8 2 0 0
350 170 RESULTS 0LEP 4 1 1 RESULTS 1LEP 158 146 310 2 1 581 7 2 RESULTS 2LEP 11 4 1 1 4 0 0 0 RESULTS 2B 17 10 0 0 0 0 0
400 100 RESULTS 0LEP 483 125 42 RESULTS 1LEP 236 408 3226 385 139 4210 499 127 RESULTS 2LEP 63 29 38 31 7 4 5 5 RESULTS 2B 149 76 77 28 6 1 0
400 1 RESULTS 0LEP 687 250 96 RESULTS 1LEP 256 436 3670 594 276 4750 664 203 RESULTS 2LEP 62 25 41 31 16 9 8 5 RESULTS 2B 153 98 104 64 20 3 0
400 25 RESULTS 0LEP 651 227 93 RESULTS 1LEP 242 420 3528 536 240 4585 618 163 RESULTS 2LEP 86 36 52 46 11 7 6 6 RESULTS 2B 191 93 105 53 16 3 2
400 50 RESULTS 0LEP 633 199 64 RESULTS 1LEP 244 360 3534 499 206 4608 626 182 RESULTS 2LEP 70 35 46 40 8 7 7 7 RESULTS 2B 171 106 103 57 18 2 0
400 120 RESULTS 0LEP 397 84 25 RESULTS 1LEP 306 448 2900 321 91 3753 358 69 RESULTS 2LEP 60 23 31 25 11 8 5 4 RESULTS 2B 135 74 73 34 8 0 0
400 140 RESULTS 0LEP 299 41 12 RESULTS 1LEP 336 532 2518 254 66 3320 294 69 RESULTS 2LEP 51 21 30 21 7 4 4 3 RESULTS 2B 117 57 60 24 10 2 0
400 150 RESULTS 0LEP 224 27 13 RESULTS 1LEP 346 506 2322 177 31 3099 255 47 RESULTS 2LEP 47 21 24 21 4 3 2 1 RESULTS 2B 115 25 48 8 2 1 0
400 200 RESULTS 0LEP 32 9 8 RESULTS 1LEP 384 376 924 35 7 1376 35 4 RESULTS 2LEP 24 8 6 2 1 1 1 0 RESULTS 2B 23 19 5 0 0 0 0
400 195 RESULTS 0LEP 36 5 2 RESULTS 1LEP 328 404 1088 25 6 1614 34 4 RESULTS 2LEP 33 8 15 9 3 1 1 0 RESULTS 2B 43 21 16 6 1 0 0
400 220 RESULTS 0LEP 6 1 0 RESULTS 1LEP 200 156 420 12 4 756 10 3 RESULTS 2LEP 10 2 1 1 1 1 0 0 RESULTS 2B 13 11 3 1 0 0 0
450 1 RESULTS 0LEP 1077 614 333 RESULTS 1LEP 228 284 4398 905 566 5838 1007 400 RESULTS 2LEP 115 50 72 60 17 12 12 8 RESULTS 2B 174 134 117 80 39 15 5
450 50 RESULTS 0LEP 1054 582 304 RESULTS 1LEP 172 344 4414 828 508 5671 965 332 RESULTS 2LEP 89 44 62 54 15 9 10 7 RESULTS 2B 177 135 104 66 31 11 4
450 100 RESULTS 0LEP 890 441 202 RESULTS 1LEP 228 298 4200 743 400 5376 851 276 RESULTS 2LEP 89 42 58 53 17 8 9 7 RESULTS 2B 156 110 92 59 24 5 1
450 150 RESULTS 0LEP 595 210 68 RESULTS 1LEP 262 366 3594 521 216 4706 618 176 RESULTS 2LEP 77 41 55 47 9 5 6 5 RESULTS 2B 137 96 71 38 11 4 1
450 200 RESULTS 0LEP 310 58 19 RESULTS 1LEP 292 442 2618 246 61 3530 320 53 RESULTS 2LEP 58 27 34 24 11 4 3 3 RESULTS 2B 101 57 46 23 6 0 0
450 250 RESULTS 0LEP 51 9 5 RESULTS 1LEP 382 372 1114 43 8 1634 39 6 RESULTS 2LEP 24 13 13 9 1 1 1 0 RESULTS 2B 47 20 13 5 1 0 0
450 220 RESULTS 0LEP 188 30 8 RESULTS 1LEP 344 484 2126 158 33 2830 173 32 RESULTS 2LEP 45 15 20 14 4 2 2 0 RESULTS 2B 102 33 38 7 3 2 0
450 270 RESULTS 0LEP 10 3 1 RESULTS 1LEP 222 146 548 13 2 914 10 2 RESULTS 2LEP 6 1 0 0 3 1 1 1 RESULTS 2B 14 17 4 1 0 0 0
500 100 RESULTS 0LEP 1268 796 505 RESULTS 1LEP 148 262 4738 1067 739 6393 1263 537 RESULTS 2LEP 114 58 77 65 22 13 15 12 RESULTS 2B 209 171 146 107 59 26 9
500 1 RESULTS 0LEP 1380 948 650 RESULTS 1LEP 164 232 5072 1196 819 6708 1411 606 RESULTS 2LEP 113 66 81 73 17 11 12 12 RESULTS 2B 210 170 137 93 45 22 11
500 25 RESULTS 0LEP 1317 887 642 RESULTS 1LEP 166 226 5010 1184 792 6589 1348 618 RESULTS 2LEP 130 66 92 83 26 17 20 18 RESULTS 2B 198 181 138 102 64 33 11
500 50 RESULTS 0LEP 1315 879 593 RESULTS 1LEP 176 228 4780 1074 735 6378 1334 574 RESULTS 2LEP 116 66 84 73 18 10 10 10 RESULTS 2B 217 196 140 97 54 25 8
500 75 RESULTS 0LEP 1265 806 530 RESULTS 1LEP 192 220 4968 1131 798 6398 1312 576 RESULTS 2LEP 134 77 103 90 23 20 18 17 RESULTS 2B 202 166 153 97 47 20 9
500 120 RESULTS 0LEP 1213 799 473 RESULTS 1LEP 146 262 4520 923 617 6002 1130 458 RESULTS 2LEP 127 65 86 70 21 11 16 12 RESULTS 2B 220 158 142 92 50 23 10
500 140 RESULTS 0LEP 1104 654 366 RESULTS 1LEP 192 310 4530 918 569 5957 1076 426 RESULTS 2LEP 111 59 73 55 20 11 16 12 RESULTS 2B 175 168 110 64 27 10 4
500 150 RESULTS 0LEP 1097 609 331 RESULTS 1LEP 206 292 4628 927 579 5968 1090 398 RESULTS 2LEP 97 51 69 56 16 7 9 6 RESULTS 2B 172 173 117 72 33 20 6
500 200 RESULTS 0LEP 742 307 131 RESULTS 1LEP 212 404 3994 685 327 5149 726 223 RESULTS 2LEP 90 38 56 47 12 8 8 5 RESULTS 2B 164 118 99 55 20 7 2
500 250 RESULTS 0LEP 405 110 40 RESULTS 1LEP 320 386 2892 323 112 3766 344 73 RESULTS 2LEP 48 27 30 19 9 6 6 4 RESULTS 2B 142 57 58 23 4 0 0
500 300 RESULTS 0LEP 63 13 5 RESULTS 1LEP 348 400 1204 49 12 1765 61 14 RESULTS 2LEP 32 6 11 8 5 2 1 1 RESULTS 2B 51 16 13 2 1 0 0
500 245 RESULTS 0LEP 455 127 52 RESULTS 1LEP 302 402 3010 357 124 3931 393 84 RESULTS 2LEP 55 26 33 25 6 4 5 3 RESULTS 2B 131 66 63 27 7 2 0
500 320 RESULTS 0LEP 17 6 3 RESULTS 1LEP 198 186 618 16 5 1073 16 2 RESULTS 2LEP 9 2 0 0 4 3 1 0 RESULTS 2B 17 10 5 1 1 0 0
550 100 RESULTS 0LEP 1485 1077 784 RESULTS 1LEP 150 214 5220 1315 999 7033 1592 687 RESULTS 2LEP 131 78 100 92 23 15 13 11 RESULTS 2B 209 220 142 110 72 40 19
550 1 RESULTS 0LEP 1690 1302 988 RESULTS 1LEP 122 260 5422 1364 1031 7238 1729 857 RESULTS 2LEP 132 76 102 94 23 16 15 13 RESULTS 2B 230 226 166 133 91 51 28
550 50 RESULTS 0LEP 1618 1240 962 RESULTS 1LEP 132 214 5356 1323 987 7201 1571 730 RESULTS 2LEP 129 69 91 85 32 24 26 23 RESULTS 2B 214 230 157 116 69 42 20
550 150 RESULTS 0LEP 1442 1014 748 RESULTS 1LEP 154 234 4906 1170 796 6643 1393 617 RESULTS 2LEP 127 67 94 80 20 14 15 10 RESULTS 2B 197 204 148 106 72 44 19
550 200 RESULTS 0LEP 1142 696 433 RESULTS 1LEP 162 290 4752 1025 695 6179 1173 500 RESULTS 2LEP 108 54 78 71 21 14 13 11 RESULTS 2B 182 179 109 72 31 14 2
550 250 RESULTS 0LEP 892 424 217 RESULTS 1LEP 202 376 4128 736 444 5386 826 285 RESULTS 2LEP 84 41 55 48 11 7 6 4 RESULTS 2B 181 130 114 62 25 9 5
550 300 RESULTS 0LEP 434 119 56 RESULTS 1LEP 290 394 2934 342 131 4039 374 79 RESULTS 2LEP 88 43 53 46 12 3 7 4 RESULTS 2B 117 75 54 23 7 2 0
550 350 RESULTS 0LEP 77 14 8 RESULTS 1LEP 394 380 1382 72 19 1993 58 5 RESULTS 2LEP 26 6 10 7 9 3 3 0 RESULTS 2B 64 25 15 4 1 0 0
550 270 RESULTS 0LEP 749 316 145 RESULTS 1LEP 242 410 3814 625 297 5008 690 193 RESULTS 2LEP 80 36 56 45 14 11 11 8 RESULTS 2B 136 93 79 44 12 5 1
550 370 RESULTS 0LEP 22 5 3 RESULTS 1LEP 214 222 598 11 5 1061 14 4 RESULTS 2LEP 9 3 2 1 1 0 0 0 RESULTS 2B 22 11 9 5 1 0 0
600 100 RESULTS 0LEP 1798 1403 1149 RESULTS 1LEP 114 206 5728 1536 1209 7729 1940 996 RESULTS 2LEP 174 95 135 123 14 9 10 10 RESULTS 2B 243 248 187 140 104 68 40
600 1 RESULTS 0LEP 1892 1515 1265 RESULTS 1LEP 126 186 5680 1592 1260 7845 2084 1158 RESULTS 2LEP 174 113 139 126 30 22 19 17 RESULTS 2B 248 255 206 163 122 92 62
600 25 RESULTS 0LEP 1831 1448 1189 RESULTS 1LEP 102 166 5528 1578 1269 7786 2045 1062 RESULTS 2LEP 173 104 137 126 33 22 22 19 RESULTS 2B 254 260 205 157 115 73 46
600 50 RESULTS 0LEP 1947 1539 1269 RESULTS 1LEP 106 158 5564 1528 1221 7718 2020 1093 RESULTS 2LEP 140 89 111 101 21 17 14 11 RESULTS 2B 254 254 188 149 108 70 42
600 75 RESULTS 0LEP 1782 1436 1164 RESULTS 1LEP 64 166 5530 1506 1169 7667 1924 1025 RESULTS 2LEP 158 104 126 114 30 22 22 21 RESULTS 2B 248 244 191 156 104 60 39
600 120 RESULTS 0LEP 1768 1379 1121 RESULTS 1LEP 122 220 5496 1461 1154 7586 1871 974 RESULTS 2LEP 137 86 113 108 15 10 10 8 RESULTS 2B 238 284 189 157 113 65 38
600 140 RESULTS 0LEP 1775 1400 1120 RESULTS 1LEP 98 216 5380 1423 1075 7234 1754 889 RESULTS 2LEP 158 86 124 110 22 14 16 16 RESULTS 2B 220 249 175 142 87 61 32
600 150 RESULTS 0LEP 1758 1361 1071 RESULTS 1LEP 82 210 5476 1459 1135 7354 1780 954 RESULTS 2LEP 153 93 120 109 32 24 25 23 RESULTS 2B 222 238 150 112 75 44 26
600 200 RESULTS 0LEP 1647 1195 899 RESULTS 1LEP 128 226 5062 1289 925 6811 1475 715 RESULTS 2LEP 128 73 95 83 31 23 24 21 RESULTS 2B 218 216 159 118 79 42 24
600 250 RESULTS 0LEP 1333 875 588 RESULTS 1LEP 174 286 4958 1148 764 6494 1328 557 RESULTS 2LEP 118 73 88 76 15 8 11 7 RESULTS 2B 194 184 132 82 39 13 6
600 300 RESULTS 0LEP 1031 570 313 RESULTS 1LEP 204 272 4188 807 477 5590 908 321 RESULTS 2LEP 98 54 66 60 15 10 10 9 RESULTS 2B 181 149 120 69 32 10 1
600 350 RESULTS 0LEP 499 177 74 RESULTS 1LEP 328 410 3118 414 159 4251 443 99 RESULTS 2LEP 63 22 37 29 9 5 6 4 RESULTS 2B 138 57 68 30 12 1 1
600 400 RESULTS 0LEP 95 29 17 RESULTS 1LEP 350 414 1398 79 21 2157 76 12 RESULTS 2LEP 31 10 12 9 7 3 4 3 RESULTS 2B 47 20 10 3 2 2 1
600 295 RESULTS 0LEP 1060 578 317 RESULTS 1LEP 194 350 4286 818 476 5708 922 328 RESULTS 2LEP 106 51 73 60 10 5 7 4 RESULTS 2B 197 120 128 72 32 8 1
600 420 RESULTS 0LEP 24 9 4 RESULTS 1LEP 222 200 652 29 8 1221 19 5 RESULTS 2LEP 19 5 7 3 1 1 0 0 RESULTS 2B 25 17 5 2 1 0 0
650 100 RESULTS 0LEP 1947 1592 1346 RESULTS 1LEP 74 158 5776 1684 1393 8139 2165 1244 RESULTS 2LEP 185 121 154 144 37 25 31 26 RESULTS 2B 235 282 192 165 135 95 63
650 1 RESULTS 0LEP 2066 1720 1459 RESULTS 1LEP 94 154 5766 1748 1439 8213 2305 1333 RESULTS 2LEP 187 114 153 145 38 30 27 25 RESULTS 2B 243 296 202 170 137 93 68
650 50 RESULTS 0LEP 2076 1738 1475 RESULTS 1LEP 88 148 5696 1691 1400 8191 2352 1358 RESULTS 2LEP 189 123 163 146 31 24 23 18 RESULTS 2B 259 275 212 182 140 105 74
650 150 RESULTS 0LEP 2015 1643 1397 RESULTS 1LEP 76 154 5612 1584 1285 7941 2140 1206 RESULTS 2LEP 184 107 138 131 32 22 22 17 RESULTS 2B 246 255 198 160 116 73 44
650 200 RESULTS 0LEP 1841 1437 1120 RESULTS 1LEP 102 190 5640 1528 1204 7588 1904 984 RESULTS 2LEP 162 92 121 114 21 17 16 12 RESULTS 2B 220 230 178 138 101 68 41
650 250 RESULTS 0LEP 1689 1264 962 RESULTS 1LEP 122 178 5376 1346 1005 7187 1645 799 RESULTS 2LEP 149 99 115 107 20 14 15 14 RESULTS 2B 222 218 165 130 90 54 25
650 300 RESULTS 0LEP 1471 998 724 RESULTS 1LEP 160 294 4928 1191 797 6514 1366 621 RESULTS 2LEP 153 67 105 91 16 13 13 13 RESULTS 2B 226 202 168 109 56 24 14
650 350 RESULTS 0LEP 1049 585 329 RESULTS 1LEP 180 358 4580 914 546 5891 1024 384 RESULTS 2LEP 99 52 68 60 20 11 13 11 RESULTS 2B 156 152 95 60 28 8 3
650 400 RESULTS 0LEP 563 216 103 RESULTS 1LEP 244 414 3308 457 205 4391 490 109 RESULTS 2LEP 65 36 45 38 6 4 4 2 RESULTS 2B 128 72 64 27 7 3 2
650 450 RESULTS 0LEP 109 32 14 RESULTS 1LEP 328 432 1536 79 29 2350 80 10 RESULTS 2LEP 31 10 11 7 4 0 0 0 RESULTS 2B 54 18 18 3 1 0 0
650 320 RESULTS 0LEP 1267 827 542 RESULTS 1LEP 194 326 4928 1094 727 6440 1280 517 RESULTS 2LEP 126 63 80 72 17 11 11 9 RESULTS 2B 212 186 136 89 50 17 6
650 470 RESULTS 0LEP 31 10 4 RESULTS 1LEP 260 230 716 35 12 1258 24 3 RESULTS 2LEP 17 4 6 2 6 2 2 0 RESULTS 2B 24 13 6 1 0 0 0
700 100 RESULTS 0LEP 2112 1793 1558 RESULTS 1LEP 82 132 5812 1797 1532 8527 2498 1528 RESULTS 2LEP 187 124 153 145 30 22 21 20 RESULTS 2B 271 316 220 180 142 106 75
700 1 RESULTS 0LEP 2085 1764 1543 RESULTS 1LEP 88 152 5956 1831 1569 8623 2535 1559 RESULTS 2LEP 198 128 162 155 43 31 34 33 RESULTS 2B 261 320 233 199 170 123 89
700 25 RESULTS 0LEP 2051 1722 1518 RESULTS 1LEP 64 104 5902 1828 1549 8603 2538 1557 RESULTS 2LEP 209 139 164 154 32 28 28 25 RESULTS 2B 288 334 234 207 161 130 97
700 50 RESULTS 0LEP 2105 1798 1580 RESULTS 1LEP 44 130 5966 1798 1535 8552 2558 1507 RESULTS 2LEP 211 142 172 166 33 24 27 25 RESULTS 2B 283 279 230 202 169 136 103
700 75 RESULTS 0LEP 2165 1839 1628 RESULTS 1LEP 72 132 5950 1814 1542 8582 2498 1493 RESULTS 2LEP 183 126 149 140 31 24 25 23 RESULTS 2B 318 322 278 246 210 161 123
700 120 RESULTS 0LEP 2174 1836 1595 RESULTS 1LEP 62 120 5832 1770 1469 8607 2520 1484 RESULTS 2LEP 194 122 151 139 38 28 30 28 RESULTS 2B 254 320 219 175 145 117 84
