700 140 RESULTS 0LEP 2209 1864 1617 RESULTS 1LEP 56 156 5878 1764 1480 8543 2450 1424 RESULTS 2LEP 187 129 151 140 38 24 32 28 RESULTS 2B 282 324 244 191 156 119 87
700 150 RESULTS 0LEP 2222 1855 1616 RESULTS 1LEP 62 144 5800 1762 1511 8232 2344 1361 RESULTS 2LEP 200 127 156 144 35 27 28 25 RESULTS 2B 286 294 236 193 149 110 81
700 200 RESULTS 0LEP 2024 1675 1423 RESULTS 1LEP 88 134 5956 1727 1419 8323 2255 1284 RESULTS 2LEP 175 120 152 142 37 24 27 25 RESULTS 2B 262 300 211 165 131 88 59
700 250 RESULTS 0LEP 1887 1544 1293 RESULTS 1LEP 90 160 5534 1569 1259 7800 2081 1142 RESULTS 2LEP 189 124 150 136 27 16 19 17 RESULTS 2B 224 280 177 141 94 71 43
700 300 RESULTS 0LEP 1720 1317 1021 RESULTS 1LEP 104 204 5580 1456 1125 7503 1788 887 RESULTS 2LEP 149 92 109 95 24 17 18 15 RESULTS 2B 223 260 157 128 78 46 27
700 350 RESULTS 0LEP 1510 1101 789 RESULTS 1LEP 150 264 5142 1278 928 6754 1501 691 RESULTS 2LEP 125 81 93 80 24 13 14 12 RESULTS 2B 210 188 159 110 73 37 18
700 345 RESULTS 0LEP 1501 1091 806 RESULTS 1LEP 150 254 5306 1297 917 6982 1558 695 RESULTS 2LEP 127 72 96 86 29 18 21 18 RESULTS 2B 204 224 149 104 67 29 9
700 400 RESULTS 0LEP 1107 701 424 RESULTS 1LEP 212 338 4572 940 586 6010 1062 391 RESULTS 2LEP 109 57 70 58 14 7 8 6 RESULTS 2B 205 143 136 76 31 14 3
700 450 RESULTS 0LEP 643 257 129 RESULTS 1LEP 278 414 3642 514 235 4809 572 146 RESULTS 2LEP 82 41 49 38 11 6 6 4 RESULTS 2B 152 80 82 42 14 8 6
700 500 RESULTS 0LEP 119 40 25 RESULTS 1LEP 370 422 1584 88 30 2422 71 12 RESULTS 2LEP 29 7 13 7 7 3 4 2 RESULTS 2B 72 25 21 2 1 1 0
700 520 RESULTS 0LEP 37 12 4 RESULTS 1LEP 246 232 778 31 12 1355 26 3 RESULTS 2LEP 14 4 5 3 6 1 1 0 RESULTS 2B 19 17 7 3 1 0 0
750 1 RESULTS 0LEP 2136 1880 1697 RESULTS 1LEP 56 134 6036 1876 1645 9116 2854 1784 RESULTS 2LEP 188 119 154 147 42 33 38 31 RESULTS 2B 318 352 266 236 194 162 127
750 50 RESULTS 0LEP 2215 1950 1742 RESULTS 1LEP 52 126 6178 1965 1701 9138 2774 1736 RESULTS 2LEP 225 157 186 176 37 31 31 28 RESULTS 2B 292 363 256 226 188 150 111
750 100 RESULTS 0LEP 2122 1880 1708 RESULTS 1LEP 62 120 5810 1839 1614 8816 2746 1699 RESULTS 2LEP 209 136 169 160 48 40 39 35 RESULTS 2B 320 366 274 238 193 164 126
750 150 RESULTS 0LEP 2152 1869 1658 RESULTS 1LEP 62 122 5808 1832 1562 8700 2585 1573 RESULTS 2LEP 226 159 187 177 48 40 36 35 RESULTS 2B 265 331 237 201 162 131 103
750 200 RESULTS 0LEP 2142 1846 1627 RESULTS 1LEP 82 114 5846 1781 1528 8502 2481 1480 RESULTS 2LEP 213 144 181 172 43 34 34 31 RESULTS 2B 213 309 179 154 132 106 79
750 250 RESULTS 0LEP 2108 1774 1532 RESULTS 1LEP 102 176 5954 1838 1580 8402 2373 1353 RESULTS 2LEP 179 126 149 139 34 27 28 27 RESULTS 2B 263 303 214 183 144 114 79
750 300 RESULTS 0LEP 1989 1670 1392 RESULTS 1LEP 84 172 5846 1668 1346 8172 2257 1227 RESULTS 2LEP 172 95 127 109 23 17 18 18 RESULTS 2B 251 290 208 176 149 109 61
750 350 RESULTS 0LEP 1819 1411 1166 RESULTS 1LEP 126 210 5498 1458 1143 7643 1839 937 RESULTS 2LEP 160 86 126 111 27 15 19 15 RESULTS 2B 235 259 182 140 100 65 34
750 400 RESULTS 0LEP 1592 1156 843 RESULTS 1LEP 132 220 5286 1283 939 7109 1493 690 RESULTS 2LEP 128 71 91 80 25 16 17 13 RESULTS 2B 227 224 168 114 71 42 17
750 450 RESULTS 0LEP 1190 729 455 RESULTS 1LEP 172 336 4528 980 596 6114 1045 383 RESULTS 2LEP 118 59 86 67 11 5 10 8 RESULTS 2B 175 170 123 78 37 12 2
750 500 RESULTS 0LEP 638 264 132 RESULTS 1LEP 272 402 3708 581 277 4742 573 159 RESULTS 2LEP 66 31 46 36 10 6 7 6 RESULTS 2B 142 113 62 37 6 2 0
750 550 RESULTS 0LEP 109 37 21 RESULTS 1LEP 394 428 1712 126 49 2514 105 13 RESULTS 2LEP 44 17 24 16 6 4 3 1 RESULTS 2B 65 23 15 5 2 1 0
750 570 RESULTS 0LEP 39 14 7 RESULTS 1LEP 216 222 710 30 12 1394 30 9 RESULTS 2LEP 19 7 8 4 2 0 0 0 RESULTS 2B 27 18 9 3 1 0 0
800 1 RESULTS 0LEP 2231 1984 1835 RESULTS 1LEP 42 104 6136 1990 1826 9317 3035 1949 RESULTS 2LEP 211 146 173 166 51 37 39 37 RESULTS 2B 322 412 280 245 218 182 149
800 25 RESULTS 0LEP 2268 1992 1815 RESULTS 1LEP 28 114 5880 1940 1734 9317 3036 2026 RESULTS 2LEP 224 148 193 181 57 46 47 44 RESULTS 2B 309 356 266 233 201 173 142
800 50 RESULTS 0LEP 2187 1959 1784 RESULTS 1LEP 46 78 6044 1978 1754 9283 3013 1942 RESULTS 2LEP 222 148 182 178 38 32 34 33 RESULTS 2B 324 382 285 263 231 189 159
800 75 RESULTS 0LEP 2152 1918 1732 RESULTS 1LEP 42 74 6096 1984 1761 9212 2917 1883 RESULTS 2LEP 228 156 186 178 56 44 45 41 RESULTS 2B 298 339 256 230 193 162 132
800 100 RESULTS 0LEP 2239 1998 1810 RESULTS 1LEP 36 114 5734 1851 1618 9129 2952 1929 RESULTS 2LEP 207 145 176 168 38 31 29 25 RESULTS 2B 271 382 233 208 179 151 127
800 120 RESULTS 0LEP 2174 1928 1755 RESULTS 1LEP 48 74 5680 1907 1720 8968 2875 1889 RESULTS 2LEP 228 155 186 177 41 32 37 34 RESULTS 2B 297 385 266 240 205 170 141
800 140 RESULTS 0LEP 2195 1937 1750 RESULTS 1LEP 50 100 5946 1887 1680 9213 2979 1924 RESULTS 2LEP 218 152 182 177 31 24 25 23 RESULTS 2B 317 368 281 243 201 173 142
800 150 RESULTS 0LEP 2188 1920 1721 RESULTS 1LEP 42 114 5884 1869 1645 9163 2919 1889 RESULTS 2LEP 197 144 168 164 34 25 28 26 RESULTS 2B 302 352 257 221 189 164 132
